mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,thumbnail,nexus_requirements,version,last_updated,mod_downloads,category_cn,summary_cn,summary
7098,ui2 信息套件,UI Info suite2,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7098,UI Info Suite 2,Abs0rbed - tqdv - Annosz,10,https://staticdelivery.nexusmods.com/mods/1303/images/7098/7098-1728998558-512440254.png,,,2024/11/13,1.6M,用户界面,提供关于你周围事物的有用信息，旨在帮助你了解正在发生的事情，而不会让你感觉自己在作弊。,Provides helpful information about things around you designed to help you be aware of what's going on without feeling like you're cheating.
7363,更高级的界面缩放,zoomLevel,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7363,Zoom Level,thespbgamer,10,https://staticdelivery.nexusmods.com/mods/1303/images/7363/7363-1671636558-1171691667.png,,,2025/11/1,722.2K,用户界面,新增快捷键，可通过简单的配置文件调整缩放级别和 UI 级别，突破游戏限制，并可更改缩放幅度及缩放上限。<br />现在还可以选择更改摄像机位置。,Adds new keybindings to adjust the zoom level and UI level past the game limit with a simple config file to change the zoom amount and zoom caps.<br />Now it also has an option to change the camera's position.
8386,随时保存,Save Anywhere,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/8386,Save Anywhere,Aredjay and Sweet Panda,3,https://staticdelivery.nexusmods.com/mods/1303/images/8386/8386-1617066776-284504960.png,,,2024/3/25,259.4K,游戏机制,应该使用快速存档功能，而不是这个mod。<br />这个mod允许你在（几乎）任何时间和地点保存游戏。,QuickSave should be used instead of this mod!<br />The mod let you save the game at (almost) every time and place
20943,移动一切,Let’s MoveIt,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20943,Let's Move It,Exblosis,11,https://staticdelivery.nexusmods.com/mods/1303/images/20943/20943-1711300159-1061422716.png,,,2025/12/13,539.5K,作弊,让您轻松移动树木。,Lets you easily move trees
5463,自动浇水,Aotowatering,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/5463,Autowatering,stellarashes,11,https://staticdelivery.nexusmods.com/mods/1303/images/5463/5463-1582510898-197008360.png,,,2024/3/28,301.7K,作弊,自动浇水施肥。,Automatically waters and fertilize your crops
1019,自动开关动物门鸡舍畜棚,AutoAnimalDoors,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1019,AutoAnimalDoors,Aaron Taggart,3,https://staticdelivery.nexusmods.com/mods/1303/images/1019-0-1489953016.png,,,2024/4/28,611.4K,游戏机制,实现所有畜棚和鸡舍的动物门自动开关。,Automate the animal door opening/closing process for all your barns and coop.
1063,自动加工,Automate,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1063,Automate,Pathoschild,3,https://staticdelivery.nexusmods.com/mods/1303/images/1063-0-1491361908.png,,,2025/10/28,6.3M,游戏机制,在机器（例如熔炉或结晶器）旁边放置一个箱子。,Place a chest next to a machine (like a furnace or crystalarium)
20667,自动给宠物倒水,AutoFillPetBowl,,#宠物和马|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20667,AutoFillPetBowl,Siweipancc,8,https://staticdelivery.nexusmods.com/mods/1303/images/20667/20667-1710916889-1003765179.png,,,2024/3/20,153.2K,宠物/马,每天的开始。,At the start of everyday
23539,自动抚摸动物,AutomaticPettingOfAnimals,,#牲畜和动物|#必下mod,https://www.nexusmods.com/stardewvalley/mods/23539,AutomaticPettingOfAnimals,YangZ,7,https://staticdelivery.nexusmods.com/mods/1303/images/23539/23539-1714615198-381648459.png,,,2024/8/25,51.9K,牲畜和动物,自动抚摸农场里的所有动物，提升动物对你的好感度。,Automatically pet all the animals on the farm and increase the animals' affection for you
21705,自动收集松露,AutoGrab Truffles,,#各种各样的|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21705,Frostiverse - AutoGrab Truffles,Frostiverse,2,https://staticdelivery.nexusmods.com/mods/1303/images/21705/21705-1712168949-794981716.png,,,2025/10/6,70.8K,各种各样的,猪舍内的自动抓取器会捡起养猪的猪所产的松露。,Auto-Grabbers inside of barns that have a pig will pick up the truffles that that pig produces!
21168,自动采集器,Deluxe Grabber Redux,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21168,Chinese - Deluxe Grabber Redux 1.6,sizau,3,https://staticdelivery.nexusmods.com/mods/1303/images/21168/21168-1711543197-1650763408.jpeg,,,2024/4/13,27.0K,游戏机制,扩大自动采集器的生效范围，使自动采集器能够收获作物、史莱姆球、果树、树丛、采集类物品以及远古斑点。,扩大自动采集器的生效范围，使自动采集器能够收获作物、史莱姆球、果树、树丛、采集类物品以及远古斑点。
28908,自动攻击,AutoCombat,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/28908,AutoCombat,YunHikari,3,https://staticdelivery.nexusmods.com/mods/1303/images/28908/28908-1730159879-1372048074.png,,,2025/7/30,23.0K,游戏机制,该模组为战斗自动化提供了最大的帮助。,This mod provides the greatest assistance for combat automation.
3109,自动栅栏门,AutomaticGates,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3109,Automatic Gates,Rakiin aka ScheKaa,3,https://staticdelivery.nexusmods.com/mods/1303/images/3109/3109-1543346895-1093809142.jpeg,,,2024/3/20,1.9M,游戏机制,自动开关大门。,Opens and closes gates automatically.
22479,自动进食（矿洞）,Auto-Eat,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/22479,Auto-Eat for 1.6,ruanimal,3,https://staticdelivery.nexusmods.com/mods/1303/images/22479/22479-1713059729-1086992409.png,,,2024/4/27,14.9K,游戏机制,体力或生命值耗尽时自动进食。,Eat food automatically upon running out of stamina or health.
1895,自动钓鱼,AutoFish,,#钓鱼,https://www.nexusmods.com/stardewvalley/mods/1895,AutoFish,WhiteMind,26,https://staticdelivery.nexusmods.com/mods/1303/images/1895/1895-1519009162-177703761.png,,,2024/3/28,292.5K,钓鱼,自动播放钓鱼小游戏和自动钓竿。,Auto play fish minigame and fishing rod auto hit.
15216,自动切换工具,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/15216,Tool Smart Switch,aedenthorn,3,https://staticdelivery.nexusmods.com/mods/1303/images/15216/15216-1674740901-1925041588.png,,,2025/5/10,158.6K,游戏机制,与对象交互时，工具栏中的工具自动切换。,Auto-switch tools in your tool bar when interacting with objects
20924,一键收货,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/20924,Easy Harvest,season,3,https://staticdelivery.nexusmods.com/mods/1303/images/20924/20924-1711279885-1336332570.jpeg,,,2025/6/8,43.4K,游戏机制,使用镰刀或武器时轻松收割。（适用于 1.6 版本）<br />收割作物。,Easy Harvest when wield scythe or weapon. (For 1.6)<br />Harvest Crops
18224,战斗无人机,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/18224,Personal Combat Drone Redux,Prism 99,3,https://staticdelivery.nexusmods.com/mods/1303/images/18224/18224-1694371932-670764278.jpeg,,,2025/9/4,93.3K,游戏机制,这是cotboy的“个人战斗无人机”模组的重制版。这款无人机可以保护你的安全，并消灭你遇到的任何怪物。,This is a redux version of cotboy's mod Pesonal Combat Drone. This drone will keep you safe and kill any monster you encounter
38895,农业无人机,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/38895,Drone Warehouse,LodGvedeon,3,https://staticdelivery.nexusmods.com/mods/1303/images/38895/38895-1761596125-317453610.png,,,2025/11/6,3.5K,游戏机制,自动化农业登陆星露谷物语。建造无人机仓库，部署会收割作物的动画无人机。,Automated farming comes to Stardew Valley! Build a Drone Warehouse and deploy animated drones that harvest crops
963,沙漠矿洞电梯,SkullCavernElevator,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/963,Skull Cavern Elevator,Lestoph,3,https://staticdelivery.nexusmods.com/mods/1303/images/963-1-1488218830.jpg,,,2024/11/7,5.2M,游戏机制,在骷髅洞穴中增加一部电梯。,Adds an elevator to the Skull Cavern
13650,海滩矿车（艾利欧特门口,,,#地图,https://www.nexusmods.com/stardewvalley/mods/13650,Beach Minecart (CP),UncleArya,21,https://staticdelivery.nexusmods.com/mods/1303/images/13650/13650-1672085266-1367013710.png,,,2024/6/20,55.9K,地图,使用内容补丁程序为海滩添加一个额外的矿车位置。,Adds an additional minecart location for the beach using Content Patcher.
1682,没有乌鸦,No Crows,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/1682,No Crows,Cat,3,https://staticdelivery.nexusmods.com/mods/1303/images/1682-2-1512283966.png,,,2018/6/4,197.1K,游戏机制,这个模组可以防止乌鸦吃庄稼。现在再也不用担心稻草人摆放的位置了。,This mod stops crows from eating your crops! Now there's no need to worry about scarecrow placement!
21346,不需要煤炭,No Coal For Machines,,#作弊,https://www.nexusmods.com/stardewvalley/mods/21346,No Coal For Machines,voiddreams,11,https://staticdelivery.nexusmods.com/mods/1303/images/21346/21346-1711750997-1801461203.jpeg,,,2024/3/30,8.4K,作弊,使用熏鱼器时无需煤炭。,Removes the need for coal when using the fish smoker
12831,反射星星水中倒影,Dynamic Reflections,,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/12831,Dynamic Reflections,PeacefulEnd,9,https://staticdelivery.nexusmods.com/mods/1303/images/12831/12831-1657323446-1322585777.png,,,2024/11/5,946.1K,修改工具,一个可以在《星露谷物语》中实现镜面和水面反射效果的框架。,Framework which enables mirror and water reflections within Stardew Valley.
6893,社区中心提示,,,#用户界面,https://www.nexusmods.com/stardewvalley/mods/6893,Community Center Helper,vgperson,10,https://staticdelivery.nexusmods.com/mods/1303/images/6893/6893-1600567640-1532485823.png,,,2025/8/3,391.1K,用户界面,在捆绑包菜单中，将鼠标悬停在社区中心物品上时，会显示物品的获取地点建议。,Adds in-game suggestions of where to find items for the Community Center when you hover over them in the bundle menu
1401,拖拉机,Tractor Mod,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/1401,Tractor Mod,Pathoschild,3,https://staticdelivery.nexusmods.com/mods/1303/images/1401/1401-1609273527-2126312248.png,,,2025/10/27,5.9M,游戏机制,购买一台拖拉机，以便更高效地耕作庄稼。,Buy a tractor to more efficiently work with crops
27489,邮件送礼物,Pen Pals,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/27489,Pen Pals,focustense,3,https://staticdelivery.nexusmods.com/mods/1303/images/27489/27489-1732909377-1123592464.png,,,2025/2/13,61.5K,游戏机制,忙碌的农民送礼指南：让你的邮箱为你服务。,Gift-giving for busy farmers: make your mailbox work for you!
7842,邮件服务,Mail ServicesMod,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7842,Mail Services Mod,Digus,3,https://staticdelivery.nexusmods.com/mods/1303/images/7842/7842-1611797791-2136868420.png,,,2025/3/20,438.9K,游戏机制,通过邮件提供部分《星露谷物语》的服务。您可以通过邮件发送和接收工具升级道具。您可以通过邮件完成送货任务。,Provides some of Stardew Valley services through the mail. You can send and receive tool upgrades through the mail. You can complete delivery quests through the mail. You can receive recovered items through the mail. You can send gifts through the mail.
1536,邮件框架模型,MailFrameworkMod,,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1536,Mail Framework Mod,Digus,9,https://staticdelivery.nexusmods.com/mods/1303/images/1536-0-1507520087.png,,,2025/3/28,4.0M,修改工具,用于使用游戏内邮箱的框架。用于调整邮件的控制台命令。代码和内容包接口。,Framework to use the in game mailbox. Console commands to adjust the mail. Code and Content Pack interfaces.
17714,npc回礼,Reciprocate,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/17714,Reciprocate,YunHikari,3,https://staticdelivery.nexusmods.com/mods/1303/images/17714/17714-1691301055-1394234718.png,,,2025/6/25,168.4K,游戏机制,这个模组为《星露谷物语》中的村民添加了回赠礼物的功能。村民收到礼物后，有可能会触发回赠行为。触发回赠行为的概率很大程度上取决于玩家送礼的频率以及村民是否喜欢礼物等因素。,This mod adds a possibility for the villagers in Stardew Valley to trigger a gift-giving response when they receive a present. The likelihood of triggering this response is highly dependent on factors such as the frequency of gifts from the player and whether the gift is liked by the villager.
29793,回礼前置,SorryLabCore,,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/29793,SorryLab Core,YunHikari,9,https://staticdelivery.nexusmods.com/mods/1303/images/29793/29793-1732951474-170522397.png,,,2025/7/29,206.5K,修改工具,YunHikari mods 的核心 mod。,Core mod for YunHikari mods.
3214,更多戒指,Wear More Rings,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3214,Wear More Rings,bcmpinc,3,https://staticdelivery.nexusmods.com/mods/1303/images/3214/3214-1574958986-1349579255.png,,,2025/5/29,2.4M,游戏机制,配置物品栏中的戒指槽数量。默认情况下会增加 4 个戒指槽。,Configure the amount of ring slots in your inventory. By default adds 4 additional ring slots.
3213,更多戒指前置,Stardew Hack,,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3213,StardewHack,bcmpinc,9,https://staticdelivery.nexusmods.com/mods/1303/images/3213/3213-1546642687-905202654.png,,,2024/11/6,4.2M,修改工具,这是我其他模组使用的库模组。它本身功能不多。,Library mod used by my other mods. Doesn't do much on its own.
21449,果树调整,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/21449,Fruit Tree Tweaks For 1.6,aedenthorn and chiccen,3,https://staticdelivery.nexusmods.com/mods/1303/images/21449/21449-1711873932-1051392383.png,,,2025/8/1,55.4K,游戏机制,允许您在其他树木旁边以及任何地图或图块上种植果树。,Lets you plant fruit trees next to other trees and on any map or tile
21001,npc最爱的礼物提示,Gift Taste Helper Continued x2,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21001,Gift Taste Helper Continued x2,JoXW,10,https://staticdelivery.nexusmods.com/mods/1303/images/21001/21001-1711363484-249731843.png,,,2025/2/15,726.8K,用户界面,在日历或社交页面上，将鼠标悬停在NPC的生日上时，会显示一个实用的小提示，显示NPC最喜欢的礼物。<br />- tstaples 的“礼物试吃助手”的续作。,Displays a helpful tooltip that shows an NPC's favourite gifts when hovering over their birthday on the calendar or the social page. <br />- A continuation of Gift Taster Helper by tstaples
1630,todolist,,,#用户界面,https://www.nexusmods.com/stardewvalley/mods/1630,To Do List,eleanoot,10,https://staticdelivery.nexusmods.com/mods/1303/images/1630-1-1510444699.png,,,2018/9/21,33.2K,用户界面,打开待办事项清单，您可以输入任务提醒，避免忘记自己正在做什么。任务会一直保留在清单中，直到您点击为止。,Open a to do list allowing you to type in reminders for your own tasks you want to complete and stop forgetting what you were doing. Tasks are permanent in the list until clicked
20985,柜台自助购物,self serve,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20985,Self Serve for 1.6,NeverToxic,11,https://staticdelivery.nexusmods.com/mods/1303/images/20985/20985-1711335170-181191808.jpeg,,,2024/3/25,291.0K,作弊,不想在店主玛妮和克林特不在的时候苦等他们。现在不用了。即使店主不在，您也可以享受任何店铺服务。,Don't want to wait for shop owners like Marnie and Clint while they're gone? You no longer have to! Access any shop services even while its owner isn't attending it.
23169,游泳,Swim Mod,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/23169,Swim - Continued,aedenthorn and FlyingTNT,3,https://staticdelivery.nexusmods.com/mods/1303/images/23169/23169-1714011895-681265304.png,,,2025/4/5,67.0K,游戏机制,让你可以在任何有水的地方游泳。,Allows you to swim anywhere there is water
36259,星露谷背考研四六级词汇,VocabValley,,#扩展,https://www.nexusmods.com/stardewvalley/mods/36259,VocabValley,HahaGaming,27,https://staticdelivery.nexusmods.com/mods/1303/images/36259/36259-1754640582-439607757.jpg,,,2025/8/8,3.7K,扩展,词汇学习模块。,A vocabulary-learning Mod
1845,更大背包（48格）,BiggerBackpack,,#项目|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1845,Bigger Backpack,spacechase0 and bcmpinc,15,https://staticdelivery.nexusmods.com/mods/1303/images/1845/1845-1517873232-1890107006.png,,,2024/6/2,2.2M,项目,在皮埃尔百货购买一个更大的背包，只需 50 美元。,Buy a bigger backpack at Pierre's for only 50
13827,更大背包（72格）,,,#项目,https://www.nexusmods.com/stardewvalley/mods/13827,More Backpack Upgrades,aedenthorn,15,https://staticdelivery.nexusmods.com/mods/1303/images/13827/13827-1663464326-776431117.png,,,2022/9/22,88.5K,项目,使用自定义背包框架，为背包增加三个升级等级，使玩家背包最多可容纳 72 个格子（完全可自定义）。,Uses Custom Backpack Framework to add three more levels of backpack upgrades for a maximum player inventory of 72 slots (fully customizable).
30323,无限容量箱,Unlimited Storage,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/30323,Unlimited Storage,LeFauxMatt,3,https://staticdelivery.nexusmods.com/mods/1303/images/30323/30323-1735725390-573649807.png,,,2025/1/21,58.4K,游戏机制,存储空间可容纳无限数量的物品。,Makes storages hold unlimited items.
11115,更好的制作,,,#制作,https://www.nexusmods.com/stardewvalley/mods/11115,Better Crafting,Khloe Leclair,22,https://staticdelivery.nexusmods.com/mods/1303/images/11115/11115-1712730808-1678335983.png,,,2025/3/27,1.3M,制作,全新的制作界面，支持自定义分类和收藏夹。轻松实现批量制作。更强大的工作台功能。,A new crafting UI with support for customizable categories and favorites. Easy bulk crafting. Better Workbench functionality. And
15223,穿过庄稼作物,,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/15223,Passable Crops,ncarigon,3,https://staticdelivery.nexusmods.com/mods/1303/images/15223/15223-1674775020-615211740.png,,,2025/8/12,1.0M,游戏机制,允许农民耕种所有作物。,Allows farmers to pass through all crops
5450,季节服饰,,,#人物,https://www.nexusmods.com/stardewvalley/mods/5450,Seasonal Outfits - Slightly Cuter Aesthetic,Poltergeister and various artists,5,https://staticdelivery.nexusmods.com/mods/1303/images/5450/5450-1763491341-71939439.png,,,2024/5/15,3.9M,人物,对所有角色立绘和头像进行了全面重制，使其更具可爱风格。,Overhauls all character sprites and portraits for a slightly cuter aesthetic
1232,小马瘦身,,,#宠物和马|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1232,Pony Weight Loss Program,BadNetCode,8,https://staticdelivery.nexusmods.com/mods/1303/images/1232-0-1497416262.gif,,,2024/11/25,708.4K,宠物/马,允许马匹垂直穿过单个地砖开口。,Allows horses to pass vertically through single tile openings.
2847,帽子不会遮盖头发,,,#衣服|#必下mod,https://www.nexusmods.com/stardewvalley/mods/2847,Hats Won't Mess Up Hair,misatse1019,13,https://staticdelivery.nexusmods.com/mods/1303/images/2847/2847-1537365306-1596165793.png,,,2024/3/21,1.4M,衣服,佩戴帽子时，防止帽子改变你的发型。,Prevents hats from changing your hairstyle while equipped.
11368,npc收礼反应,,,#对话|#必下mod,https://www.nexusmods.com/stardewvalley/mods/11368,More Specific Gift Reaction - Dialogue Expansion - Chinese- (1.6 compatible),Kaori_Haruta,20,https://staticdelivery.nexusmods.com/mods/1303/images/11368/11368-1647704793-631935978.png,,,2024/9/12,60.0K,对话,覺得NPC們收禮物的台詞還不夠豐富嗎？本MOD給NPC增添了不同的收禮台詞。現在村民們會表達出他們對具體禮物的感想了！（1.6版本適用）,覺得NPC們收禮物的台詞還不夠豐富嗎？本MOD給NPC增添了不同的收禮台詞。現在村民們會表達出他們對具體禮物的感想了！（1.6版本適用）
520,生日快乐,Happy Birthday,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/520,Happy Birthday,Alpha_Omegasis,3,https://staticdelivery.nexusmods.com/mods/1303/images/520-2-1471545568.png,,,2025/7/22,1.5M,游戏机制,一个将玩家生日添加到《星露谷物语》中的模组。,A mod that adds in the player's birthday to Stardew Valley.
31683,洗衣机每天换衣服,,,#项目,https://www.nexusmods.com/stardewvalley/mods/31683,Laundry Machines,fireredlily,15,https://staticdelivery.nexusmods.com/mods/1303/images/31683/31683-1739582410-528299523.png,,,2025/2/15,3.9K,项目,为罗宾的商店新增三种不同的洗衣机型号，每台洗衣机每天可生产一件衣服或一块布料。同时，还新增了将不需要的帽子或衣物回收制成布料的功能。,Adds three different Laundry Machine models to Robin's shop that produce either one piece of clothing or one piece of cloth per day. Also adds the ability to recycle unwanted hats or clothing back into cloth.
20865,雷神炸树｜快速清理石头和树木,Easy Cleaner,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/20865,Easy Cleaner,season,3,https://staticdelivery.nexusmods.com/mods/1303/images/20865/20865-1711201937-293212139.jpeg,,,2025/6/2,12.3K,游戏机制,快速清除杂草。,Quickly clean up weeds
8374,更大的温室,Pookachu's Insane Greenhouse,,#地图|#必下mod,https://www.nexusmods.com/stardewvalley/mods/8374,Pookachu's Insane Greenhouse,Pookachu,21,https://staticdelivery.nexusmods.com/mods/1303/images/8374/8374-1616985144-377763387.png,,,2024/4/21,19.1K,地图,一个超大的温室。*现在新增第二种布局，专为升级喷灌系统用户设计*。,An insanely large greenhouse. *Now features a second layout for upgraded sprinkler users*
7493,配偶对玩家死亡的反应,,,#活动|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7493,Spouses React to Player 'Death',CasualInvidia,18,https://staticdelivery.nexusmods.com/mods/1303/images/7493/7493-1609725525-14458036.png,,,2021/1/25,512.1K,活动,内容包，添加了在矿井中死亡后的过场动画。,Content pack that adds cutscenes after dying in the mines
7403,坐下恢复体力,,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7403,Sit and Rest,Krutonium,11,https://staticdelivery.nexusmods.com/mods/1303/images/7403/7403-1609211562-975770850.png,,,2024/3/29,104.4K,作弊,让你坐下来恢复健康和精力。,Lets you sit to recover your health and stamina
