mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,thumbnail,nexus_requirements,version,last_updated,mod_downloads,category_cn,summary
32814,夏以昼,,,#新角色|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/32814,Caleb - Custom NPC,shiiteyanyo,24,https://staticdelivery.nexusmods.com/mods/1303/images/32814/32814-1747781835-1987296762.png,,,2025-6-8,33.0K,新角色,An adaptation of Caleb (夏以昼) from Love and Deepspace to Pelican Town as a new marriage candidate NPC. WIP
38597,沈星回,,,#新角色|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/38597,Xavier Custom NPC,Mylittlestarr,24,https://staticdelivery.nexusmods.com/mods/1303/images/38597/38597-1760576724-1548181330.png,,,2025-12-20,3.4K,新角色,Adds Custom NPC Character Xavier 沈星回 from Love and Deepspace to Stardew Valley.
33747,黎深,,,#新角色|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/33747,Zayne (Love and Deepspace) - Custom NPC,zaynesbeloved,24,https://staticdelivery.nexusmods.com/mods/1303/images/33747/33747-1746384847-283116499.png,,,2025-5-5,2.0K,新角色,This mod adds Zayne from Love and Deepspace as a dateable NPC in Stardew Valley. Still a WIP! (づ&gt; v &lt;)づ♡
39196,黎深,,,#新角色|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/39196,LOVE AND DEEPSPACE_Zayne Mod,MOLiNaiLvMianMianBing,24,https://staticdelivery.nexusmods.com/mods/1303/images/39196/39196-1762610665-1005163989.jpg,,,2025-11-8,371,新角色,这是一个基于恋与深空男主黎深建设的MOD<br /><br />黎深作为可婚NPC，拥有对话、送礼、结婚、生孩子以及参加各种活动的功能，可触发重逢、2心、4心、6心、8心、10心、婚后剧情。
36812,黎深痛屋,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/36812,(CP)Happy Birthday Zayne,LS950905,23,https://staticdelivery.nexusmods.com/mods/1303/images/36812/36812-1755576201-1336747612.png,,,2025-9-4,657,家具,This is a little fan-made gift for Love and Deepspace’s Zayne.<br />It’s dedicated to Little Jasmine and of course
36815,黎深痛屋,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/36815,(CP)ZayneWallpaperAndFloor,LS950905,23,https://staticdelivery.nexusmods.com/mods/1303/images/36815/36815-1755593256-1194024790.png,,,2025-8-20,327,家具,This mod mainly includes the matching flooring and wallpaper designed to go with (CP) Happy Birthday Zayne.<br />For more details
23653,夏油杰,Suguru Geto NPC (Jujutsu Kaisen),,#人物|#二次元,https://www.nexusmods.com/stardewvalley/mods/23653,Suguru Geto NPC (Jujutsu Kaisen),kryptonimus,5,https://staticdelivery.nexusmods.com/mods/1303/images/23653/23653-1720125966-6183474.png,,,2024-7-4,20.4K,人物,A mod that adds Suguru Geto into your Stardew Valley world! Or
27237,五条悟夏油杰猫猫,,,#宠物和马|#二次元,https://www.nexusmods.com/stardewvalley/mods/27237,Jujutsu Cats - Gojo and Geto from Jujutsu Kaisen as cats,hanbweh,8,https://staticdelivery.nexusmods.com/mods/1303/images/27237/27237-1724435582-681821526.png,,,2024-8-24,6.7K,宠物/马,Add two chonky cats to your lovely household in Stardew Valley!
23487,宿傩,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/23487,Ryomen Sukuna NPC - Jujutsu Kaisen,Yujis-Hat,24,https://staticdelivery.nexusmods.com/mods/1303/images/23487/23487-1714517581-1014361305.png,,,2024-6-12,14.4K,新角色,This mod adds Ryomen Sukuna of Jujutsu Kaisen into Stardew Valley as a datable and marryable NPC :) This is my first mod so please let me know if there are any issues with him &lt;3 <br /><br />He is mean in Jujutsu Kaisen and he is mean in Stardew Valley
23598,宿傩,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/23598,Ryomen Sukuna (Heian) NPC - Jujutsu Kaisen,Yujis-Hat,24,https://staticdelivery.nexusmods.com/mods/1303/images/23598/23598-1714767992-1735615274.png,,,2024-6-14,5.7K,新角色,This mod adds in our best boy Sukuna
23955,虎杖悠仁,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/23955,Itadori Yuji NPC - Jujutsu Kaisen,Yujis-Hat,24,https://staticdelivery.nexusmods.com/mods/1303/images/23955/23955-1715591944-1571269721.png,,,2024-7-7,6.8K,新角色,A mod that gives us our precious little pal Yuji. He's delicate
23624,伏黑甚尔,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/23624,Toji Fushiguro NPC,Yujis-Hat,24,https://staticdelivery.nexusmods.com/mods/1303/images/23624/23624-1714825255-2139010283.png,,,2024-5-4,3.9K,新角色,A mod that adds everyone's favorite deadbeat dad
28778,狗卷,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/28778,InumakiToge,DUTYFISH,24,https://staticdelivery.nexusmods.com/mods/1303/images/28778/28778-1729616686-372787017.png,,,2024-10-23,157,新角色,包含独立事件、原创地图、原创物品的狗卷棘单人mod
25973,狗卷,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/25973,Toge Inumaki NPC Jujutsu Kaisen,Loonimae,24,https://staticdelivery.nexusmods.com/mods/1303/images/25973/25973-1721417908-228063270.png,,,2024-12-28,6.3K,新角色,Adds Toge Inumaki from Jujutsu Kaisen to Stardew Valley.
38749,太宰治,Dazai Osamu,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38749,Dazai Osamu,AsanagiKaoru,24,https://staticdelivery.nexusmods.com/mods/1303/images/38749/38749-1761068870-297845811.jpg,,,2025-11-12,559,新角色,感谢下载，这是一个独立npc模组，此角色来自作品《文豪野犬》，属性为乙女向。太中禁止。此模组需要高清肖像模组才可以正常使用。有其他不懂欢迎来我的小红书，账号是：Asanagi_Kaoru询问。禁止把我的模组做成任何付费整合包。
4373,初音未来,CP_Miku NPC,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/4373,CP_Miku NPC,ChaseXavier,24,https://staticdelivery.nexusmods.com/mods/1303/images/4373/4373-1566694637-2078872826.png,,,2019-9-19,10.8K,新角色,This is a NPC that will be added to the game.<br /><br /> &gt;&gt;&gt;Back up your save&lt;&lt;&lt;
12000,钟赫和斯潘纳——桑贝里村的自定义NPC,Jonghyuk and Spanner - Custom NPCs for Sunberry Village,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/12000,Jonghyuk and Spanner - Custom NPCs for Sunberry Village,Arknir27 and The Sunberry Team,24,https://staticdelivery.nexusmods.com/mods/1303/images/12000/12000-1764549101-677506018.png,,,2025-12-1,81.9K,新角色,The world ended
40002,《无限暖暖》中的暖暖和莫莫,Nikki_and_Momo,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/40002,Nikki_and_Momo,kakayeka,24,https://staticdelivery.nexusmods.com/mods/1303/images/40002/40002-1765099374-1517619252.png,,,2025-12-7,70,新角色,将叠纸游戏公司旗下暖暖系列第五代无限暖暖之中的暖暖与大喵加入游戏
38746,暖暖和大喵,Nikki And Momo,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38746,Nikki And Momo,cuobanxiaoggou and yeyuzz,24,https://staticdelivery.nexusmods.com/mods/1303/images/38746/38746-1761129645-405655336.png,,,2025-10-22,156,新角色,向游戏添加新npc暖暖和大喵，目前只有中文
37248,暖暖,,,#人物|#二次元,https://www.nexusmods.com/stardewvalley/mods/37248,nikki NPC,cuobanxiaoggou,5,https://staticdelivery.nexusmods.com/mods/1303/images/37248/37248-1756883934-1946528654.png,,,2025-9-3,435,人物,此模组添加了暖暖系列游戏的主角苏暖暖到游戏里
39963,肉桂狗和朋友们经营的咖啡馆,Cinnamoroll Cafe,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/39963,Cinnamoroll Cafe,otohimexoxo,24,https://staticdelivery.nexusmods.com/mods/1303/images/39963/39963-1765022847-357462658.png,,,2025-12-6,711,新角色,Adds a new cafe run by Cinnamoroll and friends! ♡
38283,若叶睦,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38283,Cucumber Girl - Wakaba Mutsumi - New Farmer NPC,udonDAZE,24,https://staticdelivery.nexusmods.com/mods/1303/images/38283/38283-1759815361-1057277298.jpg,,,2025-11-13,715,新角色,为你的游戏添加来自《MyGo 》
38271,为NPC Kirby添加新头像,New Portraits for NPC Kirby,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38271,New Portraits for NPC Kirby,silvermoonchan,24,https://staticdelivery.nexusmods.com/mods/1303/images/38271/38271-1759782042-246921978.png,,,2025-10-7,84,新角色,New portraits for NPC Kirby
30797,星之卡比,Kirby,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/30797,Kirby,Angelofthewastes33,24,https://staticdelivery.nexusmods.com/mods/1303/images/30797/30797-1736637210-2492341.jpeg,,,2025-2-14,988,新角色,Kirby Comes Right Back At Ya in Stardew Valley
37405,托蒂（Torti）玉米饼NPC,Torti the Tortilla,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/37405,Torti the Tortilla,sugarsbt,24,https://staticdelivery.nexusmods.com/mods/1303/images/37405/37405-1757269639-196097845.png,,,2025-9-8,11.9K,新角色,Torti the Tortilla is an awesome tortilla NPC living in the Stardrop Saloon. He helps out during busy days and has lots of tortilla puns to offer!
34053,利威尔·阿克曼 - NPC - 进击的巨人,Levi Ackerman - NPC - Attack on Titan,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/34053,Levi Ackerman - NPC - Attack on Titan,LittlePippi,24,https://staticdelivery.nexusmods.com/mods/1303/images/34053/34053-1747897857-750903002.jpeg,,,2025-10-21,15.5K,新角色,This mod adds Levi to Pelican Town. An NPC with custom dialogue
31904,鬼灭之刃谷,Demon Slayer Valley,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/31904,Demon Slayer Valley,Hanazugawa,24,https://staticdelivery.nexusmods.com/mods/1303/images/31904/31904-1760013603-1070264031.jpg,,,2025-10-23,11.6K,新角色,Inspired by the series as a huge fan. Currently includes Sanemi
31713,akaza-鬼灭,,,#人物|#二次元,https://www.nexusmods.com/stardewvalley/mods/31713,Akaza NPC - Demon Slayer,kArmag0re,5,https://staticdelivery.nexusmods.com/mods/1303/images/31713/31713-1740165002-1116009163.png,,,2025-3-19,1.0K,人物,This mod adds Akaza into your Stardew Valley world as a new datable character.
39804,宝可梦饰品,,,#项目|#二次元,https://www.nexusmods.com/stardewvalley/mods/39804,Pokemon Trinkets,Xan,15,https://staticdelivery.nexusmods.com/mods/1303/images/39804/39804-1764486062-1592434209.png,,,2025-11-30,427,项目,This adds Pokemon as Trinkets to the game that are obtainable by defeating monsters and destroying crates.<br />There is also a Trinket device that works the same way as the Anvil
14080,全职猎人,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14080,(AT) Spooncrows - Hunter x Hunter,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14080/14080-1665410995-33797643.jpeg,,,2024-4-1,1.2K,视觉效果和图形,The Hunter x Hunter entry of my Spooncrows series
14121,鬼灭之刃,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14121,(AT) Spooncrows - Demon Slayer,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14121/14121-1686253714-295361698.jpeg,,,2023-6-9,3.0K,视觉效果和图形,The Demon Slayer entry of my Spooncrows series
14088,间谍×过家家,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14088,(AT) Spooncrows - Spy x Family,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14088/14088-1666546707-1684014426.jpeg,,,2022-10-24,1.0K,视觉效果和图形,The Spy x Family entry of my Spooncrows series
14239,灵能百分百,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14239,(AT) Spooncrows - Mob Psycho 100,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14239/14239-1681513999-1107508949.jpeg,,,2022-11-4,861,视觉效果和图形,The Mob Psycho 100 entry of my Spooncrows series
14328,致不灭的你,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14328,(AT) Spooncrows - To Your Eternity,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14328/14328-1681513828-1241265342.jpeg,,,2023-4-15,340,视觉效果和图形,The To Your Eternity entry of my Spooncrows series
14420,JOJO的奇妙冒险,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14420,(AT) Spooncrows - JJBA Stone Ocean,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14420/14420-1668040747-1590721363.jpeg,,,2022-11-10,624,视觉效果和图形,The JJBA: Stone Ocean entry of my Spooncrows series
14081,魔物学园：毕业舞会大作战,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14081,(AT) Spooncrows - Monster Prom,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14081/14081-1671234563-2034947031.jpeg,,,2022-12-17,570,视觉效果和图形,The Monster Prom entry of my Spooncrows series
27505,恋与深空、光夜、恋与制作人稻草人,XiangCai's scarecrow-AT,,#各种各样的|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27505,XiangCai's scarecrow,XiangCai,2,https://staticdelivery.nexusmods.com/mods/1303/images/27505/27505-1725510593-1897379022.png,,,2024-9-5,6.1K,各种各样的,乙游稻草人~
33210,未定、绘旅人、世界之外稻草人,,,#各种各样的|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/33210,XiangCai's scarecrow 1.0,XiangCai,2,https://staticdelivery.nexusmods.com/mods/1303/images/33210/33210-1744565568-1500544745.jpeg,,,2025-4-14,798,各种各样的,乙游稻草人1.0
27496,黎深小人立牌家具,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27496,(CP)Best Wishes For Lishen(Zayne)-Love and Deepspace-Furniture,Macchiato,23,https://staticdelivery.nexusmods.com/mods/1303/images/27496/27496-1725548499-1987276565.png,,,2025-9-4,2.2K,家具,新增家具：黎深人物小立牌<br />-无尘（医生ver.）<br />-秋风为念（生日ver.）<br /><br />Add new Furniture: LiShen(Zayne) Character's decorations<br />-Zayne_doctor<br />-Zayne_birthday
28771,恋与深空稻草人,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/28771,(CP)Sylus,jiaojiao,23,https://staticdelivery.nexusmods.com/mods/1303/images/28771/28771-1732785120-2084558063.jpeg,,,2025-5-3,6.1K,家具,增加了12只恋与深空 秦彻的稻草人，他不会赶走乌鸦，cp模式直接添加到游戏中，安装后到家具目录直接抓就好。
29778,恋与深空猫耳发饰,,,#衣服|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/29778,(FS)Cat ear hairpin,jiaojiao,13,https://staticdelivery.nexusmods.com/mods/1303/images/29778/29778-1732873103-1578406662.jpeg,,,2024-11-29,15.6K,衣服,8对恋与深空猫咪执事同款猫耳发卡
28422,深空玩偶,Love and Deepspace Doll,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/28422,Love and Deepspace Doll,Peach yogurt,23,https://staticdelivery.nexusmods.com/mods/1303/images/28422/28422-1740833986-438619622.jpeg,,,2025-3-2,7.5K,家具,The doll furniture comes from a mobile game called Love and Deep Space.
27717,光夜玩偶,Light and Night Doll,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27717,Light and Night Doll,Peach yogurt,23,https://staticdelivery.nexusmods.com/mods/1303/images/27717/27717-1726146018-1858686330.png,,,2024-9-13,2.1K,家具,
16615,吉卜力风格家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/16615,(AT)Ghibli Style Furniture,ENDYLAU,23,https://staticdelivery.nexusmods.com/mods/1303/images/16615/16615-1751256155-326106265.png,,,2025-6-30,89.8K,家具,Most of these furniture pieces are designed in Studio Ghibli's iconic style
39906,吉卜力卡通家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39906,CP Ghibli cartoon furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39906/39906-1764862224-586516163.jpg,,,2025-12-5,249,家具,19 pieces of Ghibli-style cartoon furniture
29531,哈利波特家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/29531,Harry Potter Furniture,ICEcavities,23,https://staticdelivery.nexusmods.com/mods/1303/images/29531/29531-1731991062-54366163.jpeg,,,2024-11-19,4.2K,家具,This mod adds purchasable furniture from Harry Potter in the Furniture Catalogue
39882,罗小黑家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39882,Luoxiaohei character furniture,Yizhiyanga and miya,23,https://staticdelivery.nexusmods.com/mods/1303/images/39882/39882-1764761507-1531599944.jpg,,,2025-12-3,339,家具,罗小黑角色动态家具，动态效果需要AT替代纹理，家具在cjb菜单搜索对应角色名字获得，<br />感谢小红书@亿只羊啊老师绘制的图片和授权。<br />Luo Xiaohei character dynamic furniture
39367,罗小黑猫猫,,,#宠物和马|#二次元,https://www.nexusmods.com/stardewvalley/mods/39367,Luo Xiaohei Cat Replacement,DMT,8,https://staticdelivery.nexusmods.com/mods/1303/images/39367/39367-1764686799-806704949.png,,,2025-12-2,476,宠物/马,a mod to replace the cat<br />用于替换原有的猫外观
39788,罗小黑玩偶,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39788,CP Luo Xiaohei Furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39788/39788-1764424569-1352869209.jpg,,,2025-11-29,354,家具,Some furniture was added
39055,比奇堡农场建筑,,,#建筑|#二次元,https://www.nexusmods.com/stardewvalley/mods/39055,AT Bikini Bottom Farm Buildings Beautification,Enoki,17,https://staticdelivery.nexusmods.com/mods/1303/images/39055/39055-1763975384-1521864281.jpg,,,2025-12-4,308,建筑,Some of the Beach beautifications in Bikini Bottom include Farmhouse，three Shed
39638,比奇堡家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39638,Bikini Bottom furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39638/39638-1763975968-913879619.png,,,2025-11-24,247,家具,Some Bikini Bottom furniture was added
26666,chiikawa家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/26666,Chiikawa HD Furniture,SweetyStar,23,https://staticdelivery.nexusmods.com/mods/1303/images/26666/26666-1722681639-174631590.jpeg,,,2024-8-5,2.3K,家具,Chiikawa HD Furniture 吉伊高清家具
2529,宝可梦,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/2529,Pokefy (A Pokemon Mod),StravaJD and Coupangg,25,https://staticdelivery.nexusmods.com/mods/1303/images/2529/2529-1642735823-129054308.png,,,2024-4-13,25.8K,视觉效果和图形,Replaces animals and various other things with Pokemon.
36450,巫师的家具,Wizard's Whimsical Furniture,,#家具,https://www.nexusmods.com/stardewvalley/mods/36450,Wizard's Whimsical Furniture,Potatoes,23,https://staticdelivery.nexusmods.com/mods/1303/images/36450/36450-1764970085-305321655.png,,,2025-12-6,3.7K,家具,Replaces the Wizard's catalogue with a more whimsical and maximalist version
39989,缝纫家具-斯迪仔,,,#家具,https://www.nexusmods.com/stardewvalley/mods/39989,stitch Furniture,nofox,23,https://staticdelivery.nexusmods.com/mods/1303/images/39989/39989-1765084818-1695716830.png,,,2025-12-7,163,家具,invite stitch to your stardewvalley!
40017,极简主义猫咪,,,#家具,https://www.nexusmods.com/stardewvalley/mods/40017,Minimalistic Cats,Acc9000,23,https://staticdelivery.nexusmods.com/mods/1303/images/40017/40017-1765144417-791084425.png,,,2025-12-8,115,家具,Wall art of minimalistic cats in various colours. Plenty of combinations!
39782,艾姆的农场动物（合集）,Em's Farm Animals (collection bundle),,#牲畜和动物|#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39782,Em's Farm Animals (collection bundle),RivalRabbit,7,https://staticdelivery.nexusmods.com/mods/1303/images/39782/39782-1765307742-2043357511.png,,,2025-12-11,10.3K,牲畜和动物,A complete bundle of Em's farm animals
8587,祖祖市中心,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/8587,Downtown Zuzu,Zuzu Development Team,27,https://staticdelivery.nexusmods.com/mods/1303/images/8587/8587-1619353650-1203004739.png,,,2024-11-8,453.1K,扩展,So you're playing some Stardew Valley
3753,SVE,Stardew Valley Expanded,,#扩展,https://www.nexusmods.com/stardewvalley/mods/3753,Stardew Valley Expanded,FlashShifter,27,https://staticdelivery.nexusmods.com/mods/1303/images/3753/3753-1764750125-1889220242.png,,,2025-7-1,19.0M,扩展,Stardew Valley Expanded is a fanmade expansion for ConcernedApe's Stardew Valley. This mod adds 28 new NPCs
5787,东斯卡普村/东崖,East Scarp,,#扩展,https://www.nexusmods.com/stardewvalley/mods/5787,East Scarp,LemurKat et all,27,https://staticdelivery.nexusmods.com/mods/1303/images/5787/5787-1762204934-1288413720.png,,,2025-12-18,1.6M,扩展,Welcome to East Scarp
11666,斯托夫顿,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/11666,Stoffton,Lizzie,27,https://staticdelivery.nexusmods.com/mods/1303/images/11666/11666-1662648044-1096227066.jpeg,,,2024-6-5,37.6K,扩展,Stoffton is a thriving mill town located north of Pelican Town. You can access Stoffton by foot if you have Fostoria installed. Otherwise
7286,里奇赛德村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/7286,Ridgeside Village,Rafseazz and mamaesh - Assisted by RSV Council,27,https://staticdelivery.nexusmods.com/mods/1303/images/7286/7286-1660896468-977490496.png,,,2024-11-13,3.8M,扩展,Ridgeside Village adds over 50 new NPCs
11111,阳莓村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/11111,Sunberry Village,skellady and sophiesalacia,27,https://staticdelivery.nexusmods.com/mods/1303/images/11111/11111-1725120633-590148613.png,,,2025-12-2,206.2K,扩展,Sunberry Village adds a new town south of Pelican Town with 15+ NPCs
13996,返回矿石镇,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/13996,Return to Mineral Town,Rexstrife20 and the Mineral Town Architects,27,https://staticdelivery.nexusmods.com/mods/1303/images/13996/13996-1737842392-1896709624.png,,,2025-4-13,58.3K,扩展,Welcome to the world and characters that inspired not only Stardew Valley
14635,星露角/星露岬,Cape Stardew,,#扩展,https://www.nexusmods.com/stardewvalley/mods/14635,Cape Stardew,Arony,27,https://staticdelivery.nexusmods.com/mods/1303/images/14635/14635-1690007478-1399277535.png,,,2025-7-14,213.3K,扩展,Cape Stardew: Step into the mysteries of a hidden sea cavern
19730,星露谷峰,Stardew Peaks,,#扩展,https://www.nexusmods.com/stardewvalley/mods/19730,Stardew Peaks,TariVendice,27,https://staticdelivery.nexusmods.com/mods/1303/images/19730/19730-1738275208-1462302204.png,,,2025-1-31,3.8K,扩展,A quiet town
5678,矿产工会,,,#地点,https://www.nexusmods.com/stardewvalley/mods/5678,Mineral Mage,Undare,16,https://staticdelivery.nexusmods.com/mods/1303/images/5678/5678-1585384133-1194871214.png,,,2020-4-30,9.7K,地点,You get a visit from the mysterious Mineral Guild to improve your mining skills with :<br />-9 new machines! (with their recipes to buy)<br />-New area!<br />-Some new faces and shops!<br />-A variety of tips and instructions!.<br />-Works with PFM-Automate!
14858,霍格沃滋,Hogwarts A School of Witchcraft and Wizardry (WIP),,#扩展,https://www.nexusmods.com/stardewvalley/mods/14858,Hogwarts - A School of Witchcraft and Wizardry (WIP),Hogwarts Expansion Team,27,https://staticdelivery.nexusmods.com/mods/1303/images/14858/14858-1735975668-1467622582.png,,,2025-11-30,7.7K,扩展,This mod is an expansion focused in the magical universe of Harry Potter.
30888,博德村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/30888,Baldur's Village,BV,27,https://staticdelivery.nexusmods.com/mods/1303/images/30888/30888-1741392125-1337242771.png,,,2025-4-5,120.8K,扩展,Baldur's Village is a fan-made expansion that adds Baldur's Gate 3 characters to Stardew Valley. This mod adds 20+ new beautifully drawn characters
23979,法律和秩序SV,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/23979,Law and Order SV,sdvhead,27,https://staticdelivery.nexusmods.com/mods/1303/images/23979/23979-1734932811-252275679.png,,,2025-11-13,86.7K,扩展,Adds a sheriff's office / jail near the community center
27440,星露谷饥荒,Don't Starve in Stardew Valley,,#扩展,https://www.nexusmods.com/stardewvalley/mods/27440,Don't Starve in Stardew Valley,Joegosama,27,https://staticdelivery.nexusmods.com/mods/1303/images/27440/27440-1733690975-877861221.png,,,2025-4-15,6.9K,扩展,Don't Starve in Stardew Valley is a large expansion mod about Don't Starve.This module adds new recipes! crops and their seeds! trees and their products! ingredients! New crab cage harvesting and new crafting machines! New monster drop items! new emails!And so on......
26055,泰拉瑞亚boss,Terraria Bosses,,#扩展,https://www.nexusmods.com/stardewvalley/mods/26055,Terraria Bosses,GlitchedDeveloper,27,https://staticdelivery.nexusmods.com/mods/1303/images/26055/26055-1720853135-124459052.jpeg,,,2024-9-5,1.6K,扩展,Adds bosses from Terraria.
6626,露娜星露谷的迷途者,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/6626,Lunna - Astray in Stardew Valley,Rafseazz,27,https://staticdelivery.nexusmods.com/mods/1303/images/6626/6626-1650350746-1314796341.png,,,2024-4-19,428.9K,扩展,VISUAL OVERHAUL UPDATE!<br />Adds lots of new content! From custom NPCs to new locations to even more!!<br />Check description below!
9642,矮人扩展,The Last Smoluanu A Dwarf Expansion.,,#人物,https://www.nexusmods.com/stardewvalley/mods/9642,The Last Smoluanu - A Dwarf Expansion.,LemurKat,5,https://staticdelivery.nexusmods.com/mods/1303/images/9642/9642-1678009068-1588642284.png,,,2025-11-7,157.9K,人物,Expanding on the character and lore of Dwarf
12345,都林之息（矮人城镇）,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/12345,Durin's Rest,NoFogBob and PaulDunstan,27,https://staticdelivery.nexusmods.com/mods/1303/images/12345/12345-1655518639-1286020870.png,,,2022-11-7,20.1K,扩展,An expansion that adds in a dwarven town! Adds in 7 NPCs
34617,矿工休憩地采石场扩建,Miner's Retreat A Quarry Expansion,,#扩展,https://www.nexusmods.com/stardewvalley/mods/34617,Miner's Retreat - A Quarry Expansion,Azathii,27,https://staticdelivery.nexusmods.com/mods/1303/images/34617/34617-1749231884-1663122233.png,,,2025-7-31,12.7K,扩展,Miner's Retreat adds a cozy new player home
14079,夜城,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/14079,The Night City A big expansion mod,Sarventee,27,https://staticdelivery.nexusmods.com/mods/1303/images/14079/14079-1665401262-846329339.png,,,2024-10-4,20.2K,扩展,The NightTown (夜城）国人大型拓展MOD
20613,The DayBreak黎明,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/20613,The DayBreak,Sansel QinyuKIMIE,27,https://staticdelivery.nexusmods.com/mods/1303/images/20613/20613-1710818804-515595642.jpeg,,,2024-10-4,9.0K,扩展,欢迎来到TDB 这是一处从公交车站台森林左上角可进入的若干个城市地图，拥有被分割的数百个小地图和探索的建筑物，村镇，部落，人物集群等。其中包含着部分主线剧情及其都带有个人线剧情的npc。<br /><br />This is a map of several cities that can be accessed from the upper left
20431,墨西哥蝾螈村,Axolotl Village,,#扩展,https://www.nexusmods.com/stardewvalley/mods/20431,Axolotl Village,otohimexoxo,27,https://staticdelivery.nexusmods.com/mods/1303/images/20431/20431-1715823983-2118318588.png,,,2025-12-14,22.3K,扩展,An expansion mod that adds a new island full of axolotls to meet and befriend! ♡
19376,北部海湾,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/19376,The Northern Gulf,The commission of The Northern Gulf,27,https://staticdelivery.nexusmods.com/mods/1303/images/19376/19376-1710255119-188258122.png,,,2024-3-12,12.3K,扩展,The Northern Gulf
